question_type,left_number,right_number,correct_answer,user_answer,response_time_sec,at_risk
Choose the number closest to 10.,31,10,right,right,4.86,0
Choose the number closest to 10.,57,98,left,left,3.61,0
Which is smaller?,75,16,right,right,3.95,0
Which is bigger?,5,49,right,right,4.03,0
Choose the number closest to 10.,9,17,left,left,2.08,0
Which is smaller?,8,39,left,left,3.99,0
Which is smaller?,9,14,left,left,3.31,0
Choose the number closest to 10.,7,38,left,right,6.26,1
Which is smaller?,13,80,left,left,5.44,0
Which is bigger?,77,85,right,right,2.74,0
Which is smaller?,50,60,left,left,4.81,0
Choose the number closest to 10.,80,13,right,right,3.72,0
Choose the number closest to 10.,4,59,left,left,3.72,0
Choose the number closest to 10.,25,14,right,right,4.79,0
Choose the number closest to 10.,92,9,right,right,4.34,0
Which is bigger?,74,17,left,left,4.57,0
Which is smaller?,46,54,left,left,4.97,0
Choose the number closest to 10.,57,24,right,right,3.67,0
Which is bigger?,8,17,right,right,3.39,0
Which is smaller?,66,84,left,left,2.91,0
Which is smaller?,75,70,right,right,3.17,0
Which is bigger?,61,40,left,left,6.95,1
Which is smaller?,48,2,right,right,5.24,0
Choose the number closest to 10.,87,19,right,right,2.65,0
Choose the number closest to 10.,72,7,right,right,2.68,0
Which is bigger?,26,82,right,left,7.72,1
Which is bigger?,44,25,left,left,4.55,0
Choose the number closest to 10.,89,60,right,right,4.55,0
Which is smaller?,75,73,right,left,6.62,1
Choose the number closest to 10.,39,54,left,left,3.87,0
Which is bigger?,59,6,left,left,4.33,0
Which is bigger?,82,29,left,left,4.09,0
Which is smaller?,80,28,right,right,1.78,0
Choose the number closest to 10.,99,43,right,left,6.66,1
Which is smaller?,27,52,left,left,3.15,0
Which is bigger?,47,2,left,left,4.18,0
Which is bigger?,72,15,left,left,6.99,1
Which is smaller?,25,81,left,left,4.37,0
Which is smaller?,6,4,right,right,3.69,0
Which is smaller?,23,29,left,right,8.38,1
Choose the number closest to 10.,23,44,left,right,7.72,1
Which is bigger?,23,26,right,right,4.42,0
Which is smaller?,13,3,right,left,7.91,1
Which is bigger?,49,84,right,right,6.06,1
Which is bigger?,44,27,left,left,2.87,0
Which is bigger?,48,85,right,right,4.47,0
Choose the number closest to 10.,80,56,right,left,5.61,1
Which is bigger?,16,19,right,left,7.83,1
Which is bigger?,25,69,right,right,3.08,0
Which is smaller?,41,77,left,left,3.58,0
Choose the number closest to 10.,32,6,right,right,3.7,0
Choose the number closest to 10.,25,69,left,left,4.98,0
Which is bigger?,42,32,left,left,4.92,0
Which is smaller?,17,66,left,right,5.13,1
Which is smaller?,27,94,left,left,4.05,0
Which is smaller?,85,79,right,right,3.29,0
Choose the number closest to 10.,50,97,left,right,5.11,1
Choose the number closest to 10.,48,64,left,left,3.78,0
Which is bigger?,42,92,right,right,3.69,0
Choose the number closest to 10.,62,92,left,right,10.64,1
Which is smaller?,35,75,left,left,4.43,0
Choose the number closest to 10.,84,5,right,right,2.62,0
Which is bigger?,58,31,left,left,3.44,0
Which is smaller?,55,49,right,right,5.02,0
Which is smaller?,33,71,left,left,6.09,1
Which is bigger?,38,57,right,right,2.41,0
Which is bigger?,75,6,left,left,2.12,0
Choose the number closest to 10.,44,55,left,left,5.87,0
Which is smaller?,53,48,right,left,7.58,1
Which is smaller?,35,49,left,left,3.13,0
Which is smaller?,30,34,left,left,4.53,0
Which is smaller?,11,38,left,right,3.05,1
Choose the number closest to 10.,70,83,left,left,4.0,0
Which is smaller?,30,13,right,right,4.33,0
Which is smaller?,5,70,left,left,4.92,0
Which is bigger?,87,43,left,left,2.99,0
Choose the number closest to 10.,99,88,right,left,7.13,1
Which is bigger?,91,78,left,right,5.61,1
Choose the number closest to 10.,95,70,right,left,7.38,1
Which is bigger?,99,39,left,left,3.1,0
Which is smaller?,52,75,left,left,3.59,0
Which is bigger?,61,84,right,right,3.0,0
Which is bigger?,51,30,left,left,4.65,0
Choose the number closest to 10.,27,61,left,left,4.86,0
Choose the number closest to 10.,71,97,left,left,3.77,0
Which is smaller?,44,11,right,right,4.04,0
Which is bigger?,55,99,right,left,4.83,1
Which is smaller?,27,57,left,left,3.7,0
Choose the number closest to 10.,4,48,left,left,3.95,0
Which is bigger?,40,95,right,right,6.62,1
Choose the number closest to 10.,46,44,right,right,2.89,0
Which is smaller?,88,97,left,left,5.46,0
Choose the number closest to 10.,69,39,right,right,5.0,0
Which is bigger?,73,5,left,right,7.42,1
Which is bigger?,43,73,right,right,5.76,0
Choose the number closest to 10.,78,74,right,left,7.56,1
Which is smaller?,27,51,left,left,4.39,0
Which is smaller?,25,61,left,left,3.95,0
Choose the number closest to 10.,58,82,left,right,8.84,1
Which is bigger?,22,14,left,left,5.1,0
Which is bigger?,5,89,right,right,3.37,0
Which is bigger?,24,26,right,right,2.68,0
Which is smaller?,37,27,right,right,3.8,0
Choose the number closest to 10.,68,9,right,right,3.2,0
Which is smaller?,67,2,right,right,3.94,0
Which is smaller?,51,21,right,left,8.86,1
Which is bigger?,69,54,left,left,3.54,0
Which is bigger?,50,27,left,left,3.96,0
Which is bigger?,40,56,right,left,7.09,1
Choose the number closest to 10.,61,21,right,right,4.85,0
Which is smaller?,76,26,right,right,1.75,0
Choose the number closest to 10.,59,36,right,right,3.39,0
Which is bigger?,58,9,left,right,7.32,1
Choose the number closest to 10.,32,68,left,left,5.2,0
Choose the number closest to 10.,63,59,right,right,3.51,0
Which is bigger?,95,12,left,left,2.12,0
Which is smaller?,45,90,left,right,7.93,1
Which is smaller?,51,79,left,right,6.05,1
Which is bigger?,54,32,left,left,2.81,0
Choose the number closest to 10.,94,56,right,right,3.38,0
Choose the number closest to 10.,24,90,left,left,3.82,0
Which is smaller?,90,6,right,right,3.4,0
Which is bigger?,36,81,right,right,1.79,0
Choose the number closest to 10.,9,90,left,left,4.9,0
Which is bigger?,64,53,left,right,8.91,1
Choose the number closest to 10.,16,48,left,left,4.65,0
Which is bigger?,65,99,right,right,2.86,0
Which is smaller?,58,22,right,right,3.8,0
Choose the number closest to 10.,6,60,left,left,3.99,0
Choose the number closest to 10.,89,87,right,right,4.6,0
Which is smaller?,44,96,left,left,4.67,0
Which is bigger?,51,5,left,left,3.27,0
Which is bigger?,91,18,left,left,4.08,0
Choose the number closest to 10.,60,63,left,left,4.46,0
Which is bigger?,71,85,right,right,5.46,0
Which is smaller?,18,61,left,right,8.06,1
Which is bigger?,22,3,left,left,4.79,0
Which is bigger?,38,16,left,left,4.08,0
Which is smaller?,22,10,right,right,5.41,0
Which is bigger?,87,35,left,left,4.41,0
Which is smaller?,23,28,left,left,3.14,0
Choose the number closest to 10.,69,28,right,right,5.4,0
Which is bigger?,82,67,left,left,4.7,0
Choose the number closest to 10.,85,14,right,right,3.56,0
Which is smaller?,57,7,right,right,3.52,0
Which is bigger?,99,49,left,left,4.3,0
Which is bigger?,48,31,left,left,4.46,0
Which is bigger?,54,4,left,right,7.3,1
Which is smaller?,25,88,left,left,4.31,0
Which is bigger?,13,86,right,right,5.7,0
Which is bigger?,6,54,right,right,5.07,0
Which is smaller?,42,72,left,left,4.19,0
Choose the number closest to 10.,27,70,left,left,4.94,0
Which is smaller?,16,30,left,left,2.97,0
Which is smaller?,42,23,right,right,4.4,0
Choose the number closest to 10.,41,2,right,right,5.81,0
Which is smaller?,29,9,right,right,3.78,0
Which is smaller?,84,80,right,right,3.15,0
Which is bigger?,28,53,right,right,3.35,0
Choose the number closest to 10.,64,14,right,right,2.91,0
Choose the number closest to 10.,22,33,left,right,5.82,1
Choose the number closest to 10.,42,81,left,left,3.63,0
Choose the number closest to 10.,99,89,right,right,2.59,0
Which is bigger?,82,98,right,left,7.02,1
Which is smaller?,86,62,right,right,4.9,0
Which is bigger?,78,75,left,left,3.09,0
Choose the number closest to 10.,82,95,left,left,5.52,0
Choose the number closest to 10.,91,2,right,right,4.51,0
Choose the number closest to 10.,98,16,right,right,5.03,0
Choose the number closest to 10.,55,97,left,left,3.34,0
Which is bigger?,8,18,right,right,4.85,0
Which is smaller?,26,20,right,right,2.91,0
Choose the number closest to 10.,5,31,left,right,8.34,1
Choose the number closest to 10.,57,95,left,right,7.26,1
Which is bigger?,36,41,right,right,4.55,0
Which is bigger?,67,54,left,left,2.82,0
Which is smaller?,97,4,right,right,3.1,0
Choose the number closest to 10.,43,44,left,left,4.6,0
Choose the number closest to 10.,7,86,left,right,5.58,1
Choose the number closest to 10.,90,93,left,left,4.46,0
Which is smaller?,67,42,right,right,2.63,0
Choose the number closest to 10.,1,9,right,left,8.27,1
Which is bigger?,25,7,left,left,2.77,0
Which is bigger?,27,17,left,left,4.55,0
Choose the number closest to 10.,71,27,right,right,4.63,0
Which is bigger?,55,93,right,right,3.3,0
Which is bigger?,93,26,left,left,4.58,0
Which is bigger?,78,32,left,left,4.26,0
Choose the number closest to 10.,58,82,left,left,3.46,0
Which is smaller?,11,47,left,left,2.99,0
Which is bigger?,61,57,left,left,2.04,0
Choose the number closest to 10.,95,56,right,right,4.35,0
Which is smaller?,3,98,left,left,2.44,0
Which is bigger?,98,39,left,left,4.1,0
Which is bigger?,71,94,right,right,3.74,0
Which is smaller?,60,40,right,right,4.68,0
Which is smaller?,72,78,left,left,3.7,0
Which is smaller?,18,92,left,left,3.67,0
Which is bigger?,25,1,left,left,4.73,0
Choose the number closest to 10.,94,93,right,right,4.34,0
Which is smaller?,54,51,right,left,7.47,1
Which is smaller?,50,63,left,left,4.47,0
Choose the number closest to 10.,10,53,left,right,4.7,1
Which is bigger?,50,73,right,right,4.76,0
Which is smaller?,33,99,left,right,7.92,1
Choose the number closest to 10.,45,66,left,left,2.98,0
Choose the number closest to 10.,89,48,right,right,3.76,0
Choose the number closest to 10.,50,55,left,left,3.96,0
Which is bigger?,62,5,left,right,6.8,1
Which is smaller?,81,91,left,left,4.33,0
Choose the number closest to 10.,86,83,right,right,5.43,0
Choose the number closest to 10.,59,88,left,left,5.08,0
Which is bigger?,78,75,left,right,5.03,1
Which is bigger?,2,15,right,right,4.62,0
Choose the number closest to 10.,92,50,right,right,5.33,0
Choose the number closest to 10.,11,67,left,right,7.58,1
Which is smaller?,22,55,left,left,5.09,0
Which is smaller?,65,69,left,left,6.01,1
Which is smaller?,76,40,right,right,5.02,0
Choose the number closest to 10.,12,14,left,left,4.25,0
Which is smaller?,19,35,left,left,5.05,0
Choose the number closest to 10.,51,90,left,left,4.14,0
Which is bigger?,63,1,left,left,4.02,0
Choose the number closest to 10.,54,68,left,left,3.65,0
Which is smaller?,94,56,right,right,5.56,0
Which is smaller?,24,91,left,left,3.18,0
Which is smaller?,24,65,left,right,9.3,1
Which is smaller?,73,28,right,right,4.5,0
Which is bigger?,96,24,left,right,4.9,1
Which is bigger?,34,53,right,right,4.37,0
Choose the number closest to 10.,14,82,left,left,1.9,0
Which is smaller?,11,49,left,left,4.63,0
Which is bigger?,44,4,left,left,4.89,0
Which is smaller?,63,87,left,left,3.41,0
Which is bigger?,8,35,right,right,4.12,0
Which is bigger?,86,75,left,left,5.95,0
Which is bigger?,13,28,right,right,3.49,0
Which is bigger?,49,78,right,right,2.94,0
Which is smaller?,63,61,right,right,5.48,0
Choose the number closest to 10.,55,44,right,right,5.96,0
Which is smaller?,41,31,right,left,7.01,1
Choose the number closest to 10.,52,49,right,right,5.01,0
Which is smaller?,43,13,right,right,5.34,0
Choose the number closest to 10.,52,93,left,right,5.89,1
Which is bigger?,4,78,right,right,3.51,0
Choose the number closest to 10.,36,90,left,left,5.23,0
Which is bigger?,48,58,right,right,5.69,0
Choose the number closest to 10.,61,66,left,left,4.56,0
Which is bigger?,1,82,right,left,5.68,1
Which is smaller?,3,82,left,left,5.99,0
Which is bigger?,95,42,left,left,3.47,0
Which is bigger?,78,63,left,left,3.66,0
Choose the number closest to 10.,11,45,left,left,4.34,0
Which is smaller?,85,90,left,right,9.33,1
Choose the number closest to 10.,50,38,right,right,4.85,0
Choose the number closest to 10.,19,67,left,right,7.62,1
Choose the number closest to 10.,65,5,right,right,4.46,0
Which is bigger?,39,87,right,left,7.07,1
Which is smaller?,22,58,left,right,7.84,1
Which is smaller?,85,70,right,right,1.47,0
Which is bigger?,22,97,right,left,6.56,1
Choose the number closest to 10.,12,14,left,left,4.24,0
Choose the number closest to 10.,4,21,left,right,5.27,1
Which is smaller?,50,99,left,left,4.39,0
Choose the number closest to 10.,33,86,left,left,3.8,0
Choose the number closest to 10.,16,86,left,left,5.76,0
Choose the number closest to 10.,82,93,left,left,5.57,0
Choose the number closest to 10.,43,29,right,left,6.3,1
Choose the number closest to 10.,9,83,left,left,3.85,0
Choose the number closest to 10.,96,95,right,right,3.93,0
Choose the number closest to 10.,83,72,right,left,6.32,1
Which is smaller?,30,29,right,right,4.2,0
Which is smaller?,12,15,left,left,3.24,0
Choose the number closest to 10.,76,25,right,right,2.87,0
Which is bigger?,74,48,left,left,4.62,0
Which is smaller?,49,74,left,left,4.63,0
Which is smaller?,8,76,left,left,3.2,0
Which is smaller?,55,41,right,right,4.9,0
Choose the number closest to 10.,17,67,left,left,3.37,0
Choose the number closest to 10.,29,14,right,right,4.25,0
Choose the number closest to 10.,59,41,right,right,4.82,0
Which is smaller?,29,64,left,left,3.97,0
Which is bigger?,77,37,left,left,4.45,0
Choose the number closest to 10.,90,5,right,right,3.48,0
Which is smaller?,65,89,left,left,3.8,0
Choose the number closest to 10.,74,62,right,right,3.79,0
Which is bigger?,64,38,left,left,3.25,0
Which is smaller?,8,43,left,left,3.82,0
Choose the number closest to 10.,27,94,left,right,4.68,1
Which is bigger?,90,95,right,right,3.51,0
Which is bigger?,63,94,right,right,3.72,0
Choose the number closest to 10.,21,3,right,right,3.74,0
Which is smaller?,55,87,left,left,3.76,0
Which is smaller?,97,51,right,right,3.94,0
Choose the number closest to 10.,94,37,right,right,4.48,0
Which is bigger?,90,71,left,left,4.87,0
Which is bigger?,42,97,right,right,3.35,0
Which is bigger?,91,39,left,left,2.8,0
Which is bigger?,74,18,left,left,2.96,0
Which is smaller?,38,19,right,right,3.51,0
Choose the number closest to 10.,26,95,left,left,3.65,0
Which is smaller?,93,74,right,right,3.23,0
Which is bigger?,49,55,right,right,2.7,0
Which is bigger?,8,13,right,right,3.54,0
Which is smaller?,23,7,right,right,4.18,0
Choose the number closest to 10.,84,44,right,right,4.6,0
Which is bigger?,81,93,right,right,3.44,0
Which is bigger?,16,31,right,right,3.59,0
Which is smaller?,89,77,right,left,5.61,1
Choose the number closest to 10.,96,49,right,right,3.97,0
Choose the number closest to 10.,85,12,right,right,3.15,0
Choose the number closest to 10.,49,36,right,right,4.57,0
Which is smaller?,48,2,right,right,2.21,0
Which is bigger?,16,63,right,right,3.64,0
Choose the number closest to 10.,29,3,right,right,4.3,0
Choose the number closest to 10.,62,36,right,right,4.18,0
Which is bigger?,76,24,left,left,6.69,1
Choose the number closest to 10.,90,56,right,right,4.35,0
Which is bigger?,13,42,right,right,3.0,0
Choose the number closest to 10.,24,52,left,right,6.86,1
Which is bigger?,51,72,right,left,4.34,1
Choose the number closest to 10.,63,9,right,right,3.92,0
Choose the number closest to 10.,69,92,left,right,5.75,1
Choose the number closest to 10.,16,97,left,left,4.92,0
Choose the number closest to 10.,16,24,left,right,6.18,1
Choose the number closest to 10.,24,1,right,right,3.88,0
Which is smaller?,16,6,right,right,3.36,0
Which is bigger?,84,21,left,left,5.74,0
Which is smaller?,97,5,right,right,3.68,0
Which is bigger?,65,39,left,left,5.83,0
Choose the number closest to 10.,22,55,left,right,8.22,1
Choose the number closest to 10.,1,32,left,left,4.48,0
Choose the number closest to 10.,38,85,left,left,4.37,0
Which is bigger?,74,63,left,left,4.39,0
Choose the number closest to 10.,46,78,left,left,2.07,0
Which is bigger?,89,13,left,left,3.72,0
Which is bigger?,31,5,left,left,4.85,0
Which is smaller?,28,18,right,right,3.95,0
Which is bigger?,76,46,left,left,2.59,0
Choose the number closest to 10.,80,55,right,right,3.95,0
Which is smaller?,34,49,left,left,5.7,0
Which is bigger?,52,59,right,right,5.25,0
Which is smaller?,87,55,right,left,6.91,1
Which is bigger?,69,27,left,left,4.95,0
Choose the number closest to 10.,35,82,left,left,3.63,0
Which is bigger?,92,48,left,left,2.3,0
Choose the number closest to 10.,66,78,left,left,3.08,0
Which is bigger?,41,56,right,right,5.56,0
Choose the number closest to 10.,32,10,right,right,3.73,0
Choose the number closest to 10.,15,88,left,left,3.76,0
Which is bigger?,43,82,right,right,3.7,0
Which is smaller?,100,35,right,right,5.9,0
Which is bigger?,36,2,left,left,5.63,0
Which is bigger?,49,14,left,left,6.22,1
Which is bigger?,23,68,right,right,3.84,0
Which is smaller?,76,63,right,right,4.3,0
Which is smaller?,90,74,right,left,4.73,1
Choose the number closest to 10.,35,78,left,left,5.48,0
Which is bigger?,22,41,right,left,5.25,1
Which is smaller?,24,45,left,right,7.33,1
Choose the number closest to 10.,69,71,left,left,2.9,0
Which is smaller?,62,76,left,left,3.41,0
Which is bigger?,88,66,left,left,3.16,0
Choose the number closest to 10.,17,19,left,left,3.39,0
Choose the number closest to 10.,35,7,right,left,6.19,1
Choose the number closest to 10.,48,91,left,left,3.45,0
Choose the number closest to 10.,78,54,right,right,4.83,0
Which is bigger?,57,46,left,left,2.9,0
